user_id,n_x,rmse_base,mae_base,n_y,rmse_candidate,mae_candidate,delta_rmse,candidate
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,final_ensemble
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,final_ensemble
U125,4669.0,210.61065832018147,98.71491899773142,4669.0,149.2353325144283,59.35515801764119,61.375325805753164,final_ensemble_patched
U137,32256.0,0.6930384069667888,0.3599338288912365,32256.0,0.4682985562357351,0.16614558853570527,0.22473985073105368,final_ensemble_patched
U14,32063.0,6.041634397842501,2.5687353575215406,32063.0,6.041634397842501,2.5687353575215406,0.0,final_ensemble_patched
U19,11135.0,0.621930261747121,0.238276953159991,11135.0,0.4859222243866932,0.07374472202802722,0.13600803736042777,final_ensemble_patched
U228,4669.0,15.762295594317507,6.108283339940744,4669.0,15.762295594317507,6.108283339940744,0.0,final_ensemble_patched
U266,11136.0,20.270783282267427,10.757346862615977,11136.0,20.270783282267427,10.757346862615977,0.0,final_ensemble_patched
U268,32064.0,85.99971400193459,29.90052287012042,32064.0,85.99971400193459,29.90052287012042,0.0,final_ensemble_patched
U354,32063.0,4.472395362965905,1.3181693063045552,32063.0,4.472395362965905,1.3181693063045552,0.0,final_ensemble_patched
U376,11136.0,22.310002088693615,13.153534583246959,11136.0,22.310002088693615,13.153534583246959,0.0,final_ensemble_patched
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,final_ensemble_patched
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,final_ensemble_patched
U125,4669.0,210.61065832018147,98.71491899773142,4669.0,149.2353325144283,59.35515801764119,61.375325805753164,merged_regime_fixed
U137,32256.0,0.6930384069667888,0.3599338288912365,32256.0,0.4682985562357351,0.16614558853570527,0.22473985073105368,merged_regime_fixed
U14,32063.0,6.041634397842501,2.5687353575215406,32063.0,6.041634397842501,2.5687353575215406,0.0,merged_regime_fixed
U19,11135.0,0.621930261747121,0.238276953159991,11135.0,0.4859222243866932,0.07374472202802722,0.13600803736042777,merged_regime_fixed
U228,4669.0,15.762295594317507,6.108283339940744,4669.0,15.762295594317507,6.108283339940744,0.0,merged_regime_fixed
U266,11136.0,20.270783282267427,10.757346862615977,11136.0,20.270783282267427,10.757346862615977,0.0,merged_regime_fixed
U268,32064.0,85.99971400193459,29.90052287012042,32064.0,85.99971400193459,29.90052287012042,0.0,merged_regime_fixed
U354,32063.0,4.472395362965905,1.3181693063045552,32063.0,4.472395362965905,1.3181693063045552,0.0,merged_regime_fixed
U376,11136.0,22.310002088693615,13.153534583246959,11136.0,22.310002088693615,13.153534583246959,0.0,merged_regime_fixed
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,merged_regime_fixed
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,merged_regime_fixed
U125,4669.0,210.61065832018147,98.71491899773142,4669.0,149.2353325144283,59.35515801764119,61.375325805753164,merged_regime_fixed_u268patched
U137,32256.0,0.6930384069667888,0.3599338288912365,32256.0,0.4682985562357351,0.16614558853570527,0.22473985073105368,merged_regime_fixed_u268patched
U14,32063.0,6.041634397842501,2.5687353575215406,32063.0,6.041634397842501,2.5687353575215406,0.0,merged_regime_fixed_u268patched
U19,11135.0,0.621930261747121,0.238276953159991,11135.0,0.4859222243866932,0.07374472202802722,0.13600803736042777,merged_regime_fixed_u268patched
U228,4669.0,15.762295594317507,6.108283339940744,4669.0,15.762295594317507,6.108283339940744,0.0,merged_regime_fixed_u268patched
U266,11136.0,20.270783282267427,10.757346862615977,11136.0,20.270783282267427,10.757346862615977,0.0,merged_regime_fixed_u268patched
U268,32064.0,85.99971400193459,29.90052287012042,32064.0,85.98333802607306,29.582769127326028,0.016375975861535608,merged_regime_fixed_u268patched
U354,32063.0,4.472395362965905,1.3181693063045552,32063.0,4.472395362965905,1.3181693063045552,0.0,merged_regime_fixed_u268patched
U376,11136.0,22.310002088693615,13.153534583246959,11136.0,22.310002088693615,13.153534583246959,0.0,merged_regime_fixed_u268patched
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,merged_regime_fixed_u268patched
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,merged_regime_fixed_u268patched
U125,4669.0,210.61065832018147,98.71491899773142,4669.0,148.89264681301046,59.49537405669581,61.71801150717101,peakfallback_final
U137,32256.0,0.6930384069667888,0.3599338288912365,32256.0,0.5372994016359247,0.17501300560444474,0.15573900533086404,peakfallback_final
U14,32063.0,6.041634397842501,2.5687353575215406,32063.0,6.041634397842501,2.5687353575215406,0.0,peakfallback_final
U19,11135.0,0.621930261747121,0.238276953159991,11135.0,0.4961073525478168,0.0746975973973522,0.12582290919930417,peakfallback_final
U228,4669.0,15.762295594317507,6.108283339940744,4669.0,15.762295594317507,6.108283339940744,0.0,peakfallback_final
U266,11136.0,20.270783282267427,10.757346862615977,11136.0,20.270783282267427,10.757346862615977,0.0,peakfallback_final
U268,32064.0,85.99971400193459,29.90052287012042,32064.0,85.99971400193459,29.90052287012042,0.0,peakfallback_final
U354,32063.0,4.472395362965905,1.3181693063045552,32063.0,4.472395362965905,1.3181693063045552,0.0,peakfallback_final
U376,11136.0,22.310002088693615,13.153534583246959,11136.0,22.310002088693615,13.153534583246959,0.0,peakfallback_final
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,peakfallback_final
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,peakfallback_final
U125,4669.0,210.61065832018147,98.71491899773142,4669.0,148.89264681301046,59.49537405669581,61.71801150717101,submission_final
U137,32256.0,0.6930384069667888,0.3599338288912365,32256.0,0.5372994016359247,0.17501300560444474,0.15573900533086404,submission_final
U14,32063.0,6.041634397842501,2.5687353575215406,32063.0,6.041634397842501,2.5687353575215406,0.0,submission_final
U19,11135.0,0.621930261747121,0.238276953159991,11135.0,0.4961073525478168,0.0746975973973522,0.12582290919930417,submission_final
U228,4669.0,15.762295594317507,6.108283339940744,4669.0,15.762295594317507,6.108283339940744,0.0,submission_final
U266,11136.0,20.270783282267427,10.757346862615977,11136.0,20.270783282267427,10.757346862615977,0.0,submission_final
U268,32064.0,85.99971400193459,29.90052287012042,32064.0,85.99971400193459,29.90052287012042,0.0,submission_final
U354,32063.0,4.472395362965905,1.3181693063045552,32063.0,4.472395362965905,1.3181693063045552,0.0,submission_final
U376,11136.0,22.310002088693615,13.153534583246959,11136.0,22.310002088693615,13.153534583246959,0.0,submission_final
U382,11136.0,8.360836857758876,3.5646026470672525,11136.0,8.360836857758876,3.5646026470672525,0.0,submission_final
U50,11135.0,23.686333778575875,8.859599136823832,11135.0,23.686333778575875,8.859599136823832,0.0,submission_final
